height,pressure,temp,tdew
m,hPa,K,K
9717.80,289.20,226.64,221.29
9729.20,288.70,226.54,220.96
9741.20,288.18,226.46,220.70
9751.60,287.73,226.42,220.56
9762.40,287.26,226.33,220.44
9775.00,286.72,226.26,220.33
9787.80,286.16,226.20,220.22
9799.90,285.64,226.06,220.03
9811.40,285.14,225.92,219.80
9823.50,284.62,225.79,219.54
9834.80,284.14,225.68,219.26
9844.30,283.73,225.61,219.03
9855.70,283.24,225.50,218.82
9868.80,282.68,225.39,218.68
9882.70,282.08,225.26,218.55
9896.40,281.49,225.16,218.43
9908.40,280.99,225.09,218.36
9920.40,280.47,224.94,218.26
9934.00,279.89,224.77,218.18
9947.10,279.34,224.67,218.16
9958.60,278.85,224.57,218.10
9970.60,278.34,224.44,218.02
9981.70,277.87,224.33,217.97
9992.70,277.40,224.25,217.93
10006.70,276.81,224.14,217.86
10019.90,276.26,223.97,217.69
10030.80,275.80,223.83,217.47
10041.80,275.33,223.73,217.24
10053.70,274.83,223.67,217.07
10065.60,274.33,223.56,216.97
10078.30,273.80,223.41,216.88
10091.80,273.24,223.34,216.81
10104.20,272.72,223.24,216.69
10115.70,272.24,223.10,216.57
10129.50,271.67,222.99,216.56
10142.60,271.12,222.87,216.57
10155.10,270.60,222.79,216.65
10167.30,270.10,222.70,216.71
10179.90,269.57,222.58,216.73
10193.00,269.03,222.48,216.73
10204.90,268.54,222.36,216.63
10217.60,268.02,222.17,216.45
10231.40,267.45,222.04,216.36
10244.20,266.92,221.98,216.44
10258.10,266.36,221.85,216.52
10274.00,265.70,221.68,216.59
10290.10,265.04,221.50,216.65
10305.70,264.41,221.37,216.70
10319.70,263.84,221.26,216.71
10330.80,263.38,221.22,216.69
10342.60,262.91,221.13,216.59
10355.70,262.37,220.99,216.46
10367.30,261.90,220.84,216.33
10378.30,261.46,220.72,216.22
10389.70,261.00,220.66,216.21
10400.30,260.57,220.56,216.18
10412.20,260.09,220.45,216.15
10424.00,259.61,220.35,216.16
10435.30,259.16,220.23,216.17
10447.60,258.67,220.11,216.19
10460.10,258.16,219.97,216.19
10472.00,257.69,219.87,216.22
10483.20,257.24,219.76,216.24
10495.20,256.76,219.63,216.22
10507.90,256.25,219.53,216.19
10519.50,255.79,219.46,216.13
10532.50,255.27,219.33,215.99
10545.20,254.77,219.23,215.84
10556.90,254.30,219.13,215.71
10569.70,253.80,219.04,215.66
10581.50,253.33,218.96,215.66
10593.50,252.86,218.84,215.67
10604.90,252.41,218.74,215.68
10616.50,251.95,218.62,215.63
10629.00,251.46,218.53,215.58
10641.30,250.97,218.40,215.45
10652.70,250.53,218.28,215.29
10664.60,250.06,218.19,215.15
10676.90,249.58,218.09,215.04
10689.10,249.10,217.98,214.94
10701.80,248.61,217.87,214.83
10713.70,248.14,217.77,214.73
10725.40,247.69,217.63,214.57
10736.80,247.25,217.54,214.44
10748.40,246.80,217.42,214.28
10761.20,246.30,217.31,214.12
10774.40,245.79,217.22,213.98
10786.50,245.32,217.15,213.83
10798.20,244.87,217.07,213.65
10811.60,244.35,217.03,213.45
10824.60,243.85,216.95,213.14
10836.60,243.40,216.85,212.74
10848.30,242.95,216.77,212.35
10861.10,242.46,216.68,211.98
10873.90,241.97,216.55,211.65
10886.40,241.49,216.43,211.44
10899.10,241.01,216.32,211.31
10911.30,240.54,216.20,211.19
10923.40,240.09,216.08,211.07
10934.90,239.65,215.97,211.00
10946.30,239.22,215.88,210.95
10957.20,238.80,215.82,210.93
10968.10,238.39,215.72,210.90
10980.80,237.91,215.58,210.84
10994.90,237.38,215.44,210.74
11009.30,236.84,215.32,210.66
11022.80,236.33,215.19,210.57
11036.10,235.84,215.07,210.47
11049.30,235.34,214.95,210.37
11061.40,234.89,214.83,210.25
11073.20,234.45,214.72,210.13
11085.20,234.00,214.60,209.98
11098.70,233.50,214.51,209.85
11112.40,232.99,214.40,209.69
11125.10,232.52,214.26,209.50
11138.10,232.04,214.17,209.31
11150.00,231.60,214.12,209.18
11162.70,231.13,214.01,209.01
11175.70,230.65,213.87,208.83
11188.50,230.18,213.75,208.70
11201.50,229.70,213.62,208.59
11214.50,229.22,213.51,208.49
11228.40,228.71,213.38,208.38
11243.20,228.17,213.23,208.26
11256.10,227.70,213.08,208.14
11267.40,227.29,212.97,208.03
11280.10,226.83,212.87,207.92
11293.60,226.33,212.76,207.81
11307.90,225.82,212.65,207.68
11322.00,225.30,212.54,207.58
11335.40,224.82,212.45,207.47
11347.50,224.38,212.38,207.42
11359.50,223.95,212.22,207.25
11372.80,223.47,212.05,207.11
11386.10,222.99,211.92,206.97
11399.50,222.51,211.79,206.83
11412.30,222.05,211.70,206.69
11424.40,221.62,211.62,206.54
11436.70,221.18,211.56,206.43
11449.10,220.74,211.44,206.24
11462.90,220.24,211.28,205.96
11477.00,219.74,211.16,205.74
11490.20,219.27,211.05,205.53
11502.70,218.83,210.96,205.32
11514.40,218.42,210.90,205.15
11527.20,217.96,210.83,204.96
11540.00,217.51,210.76,204.78
11552.40,217.08,210.63,204.51
11565.30,216.62,210.52,204.19
11579.60,216.12,210.41,203.90
11593.10,215.64,210.35,203.64
11606.00,215.20,210.24,203.39
11617.60,214.79,210.10,203.12
11628.70,214.40,210.06,202.99
11640.90,213.98,209.99,202.85
11654.30,213.51,209.84,202.67
11668.30,213.02,209.65,202.45
11680.10,212.61,209.49,202.27
11692.60,212.18,209.39,202.21
11705.10,211.75,209.38,202.18
11717.90,211.31,209.33,202.15
11730.80,210.86,209.17,202.00
11742.70,210.45,209.05,201.86
11755.10,210.03,208.91,201.76
11767.50,209.60,208.80,201.71
11779.90,209.18,208.68,201.64
11792.10,208.76,208.56,201.59
11804.60,208.33,208.44,201.58
11817.90,207.88,208.31,201.58
11831.30,207.42,208.16,201.54
11843.80,207.00,208.04,201.53
11855.50,206.60,207.95,201.59
11866.50,206.23,207.85,201.61
11879.20,205.80,207.70,201.60
11891.60,205.38,207.61,201.64
11903.70,204.97,207.51,201.68
11916.50,204.54,207.39,201.70
11929.30,204.10,207.22,201.68
11941.50,203.70,207.06,201.65
11953.40,203.30,206.94,201.65
11966.30,202.86,206.84,201.65
11979.40,202.42,206.74,201.66
11992.50,201.99,206.60,201.58
12006.20,201.53,206.49,201.51
12018.70,201.11,206.39,201.45
12030.50,200.72,206.30,201.34
12041.80,200.35,206.18,201.22
12054.00,199.94,206.09,201.08
12067.00,199.51,206.03,200.93
12079.60,199.09,206.02,200.81
12091.70,198.69,205.94,200.59
12104.90,198.26,205.83,200.33
12117.90,197.83,205.74,200.16
12130.60,197.42,205.62,199.93
12144.50,196.96,205.50,199.62
12157.80,196.53,205.40,199.37
12170.50,196.11,205.32,199.24
12182.30,195.73,205.22,199.03
12194.30,195.34,205.12,198.77
12207.20,194.92,205.04,198.60
12220.40,194.49,204.96,198.45
12233.50,194.06,204.91,198.22
12246.30,193.65,204.88,198.04
12258.90,193.24,204.81,197.91
12271.40,192.84,204.70,197.77
12283.30,192.46,204.61,197.77
12296.00,192.05,204.49,197.72
12310.00,191.60,204.47,197.70
12323.50,191.17,204.52,197.84
12336.80,190.74,204.47,197.92
12351.60,190.27,204.41,197.93
12366.00,189.82,204.39,198.00
12378.40,189.42,204.30,198.04
12390.50,189.04,204.14,197.96
12402.50,188.66,204.02,197.90
12414.80,188.27,203.94,197.93
12427.40,187.88,203.81,197.89
12440.10,187.48,203.66,197.83
12452.90,187.07,203.55,197.81
12465.90,186.67,203.45,197.76
12478.80,186.26,203.37,197.73
12491.10,185.88,203.27,197.69
12503.00,185.51,203.17,197.66
12515.00,185.13,203.07,197.64
12528.90,184.70,203.05,197.69
12543.40,184.25,203.29,197.96
12554.90,183.89,203.65,198.32
12564.70,183.59,203.85,198.55
12576.60,183.23,203.86,198.64
12590.70,182.79,203.82,198.67
12604.60,182.37,203.79,198.69
12617.80,181.97,203.82,198.75
12629.90,181.60,203.79,198.76
12641.90,181.23,203.76,198.75
12653.80,180.87,203.73,198.75
12665.90,180.50,203.66,198.74
12679.00,180.11,203.62,198.74
12691.30,179.74,203.58,198.75
12704.20,179.35,203.44,198.66
12717.10,178.96,203.32,198.58
12730.70,178.55,203.26,198.56
12744.40,178.14,203.20,198.56
12756.30,177.79,203.25,198.62
12767.60,177.45,203.37,198.75
12779.70,177.09,203.43,198.85
12792.60,176.70,203.36,198.85
12805.20,176.33,203.27,198.80
12817.20,175.97,203.15,198.72
12829.40,175.61,203.02,198.64
12841.70,175.25,202.92,198.58
12854.70,174.87,202.86,198.51
12867.30,174.50,202.78,198.43
12879.40,174.14,202.73,198.39
12891.10,173.80,202.70,198.37
12902.80,173.46,202.66,198.32
12915.00,173.10,202.68,198.28
12927.50,172.73,202.68,198.26
12939.40,172.39,202.69,198.24
12951.00,172.05,202.77,198.23
12963.30,171.70,202.86,198.25
12976.40,171.32,202.92,198.24
12988.50,170.97,202.94,198.18
13000.50,170.63,202.96,198.11
13012.60,170.28,202.99,198.06
13024.20,169.95,203.01,197.99
13036.50,169.59,203.04,197.91
13049.70,169.22,203.14,197.92
13062.20,168.86,203.26,197.97
13074.40,168.52,203.38,197.99
13086.50,168.18,203.49,198.01
13098.70,167.83,203.47,197.94
13110.80,167.49,203.41,197.86
13123.40,167.14,203.40,197.83
13136.40,166.77,203.48,197.88
13149.50,166.41,203.59,197.92
13162.70,166.04,203.62,197.89
13173.30,165.74,203.66,197.88
13184.50,165.43,203.76,197.91
13197.10,165.08,203.88,197.93
13209.90,164.73,203.97,197.87
13222.00,164.40,204.00,197.75
13234.00,164.06,204.03,197.69
13246.60,163.72,204.07,197.65
13259.10,163.38,204.10,197.60
13272.00,163.02,204.14,197.50
13284.60,162.68,204.16,197.26
13296.20,162.37,204.25,197.04
13307.50,162.06,204.46,196.97
13320.40,161.71,204.76,196.98
13332.10,161.40,205.01,196.87
13344.00,161.08,205.12,196.56
13356.80,160.73,205.17,196.31
13369.80,160.39,205.45,196.32
13381.90,160.07,205.89,196.37
13394.50,159.73,206.09,196.22
13408.10,159.37,206.11,196.06
13423.00,158.98,206.17,195.89
13436.80,158.62,206.20,195.68
13449.90,158.27,206.14,195.48
13464.90,157.88,206.09,195.39
13481.40,157.45,206.11,195.31
13497.40,157.03,206.20,195.27
13511.10,156.67,206.31,195.35
13525.20,156.31,206.32,195.39
13537.50,155.99,206.23,195.16
13549.50,155.68,206.12,195.02
13562.50,155.35,206.04,194.96
13574.50,155.04,206.02,194.91
13586.70,154.72,206.03,194.92
13602.00,154.33,205.96,194.83
13617.40,153.94,205.80,194.64
13632.80,153.54,205.67,194.57
13649.00,153.13,205.51,194.41
13664.70,152.73,205.35,194.20
13680.10,152.34,205.21,194.04
13695.20,151.96,205.09,193.93
13710.00,151.58,204.96,193.72
13722.20,151.28,204.86,193.58
13734.10,150.98,204.77,193.62
13748.00,150.63,204.68,193.63
13761.80,150.28,204.62,193.55
13776.60,149.91,204.51,193.47
13791.40,149.54,204.31,193.32
13804.40,149.21,204.19,193.16
13815.80,148.93,204.15,193.08
13828.10,148.62,204.09,192.97
13840.40,148.32,204.03,192.80
13852.30,148.02,204.03,192.71
13864.30,147.73,204.03,192.63
13876.30,147.43,204.04,192.56
13888.30,147.13,204.07,192.47
13900.20,146.84,204.04,192.27
13912.20,146.55,204.03,192.15
13924.40,146.25,204.04,192.07
13936.80,145.94,204.00,191.93
13949.20,145.64,203.96,191.78
13961.10,145.35,203.96,191.65
13972.70,145.07,203.96,191.53
13984.30,144.79,203.96,191.41
13996.00,144.50,203.96,191.29
14007.60,144.22,203.95,191.17
14019.50,143.93,203.96,191.04
14032.10,143.63,203.97,190.93
14044.20,143.34,203.97,190.81
14055.90,143.06,203.99,190.72
14067.60,142.78,204.01,190.63
14079.30,142.50,204.02,190.52
14091.10,142.22,204.02,190.42
14102.60,141.95,204.00,190.30
14113.90,141.68,203.98,190.19
14124.50,141.43,204.03,190.13
14135.40,141.17,204.08,190.09
14147.00,140.90,204.10,190.02
14159.30,140.61,204.08,189.93
14171.40,140.32,204.04,189.83
14183.30,140.04,203.99,189.72
14195.50,139.76,204.01,189.70
14208.00,139.46,204.04,189.70
14220.30,139.18,203.99,189.62
14231.50,138.92,203.92,189.53
14242.90,138.65,203.86,189.46
14254.10,138.39,203.81,189.44
14265.60,138.12,203.74,189.35
14278.20,137.83,203.72,189.29
14289.70,137.57,203.75,189.27
14300.50,137.32,203.74,189.25
14311.40,137.07,203.72,189.18
14323.10,136.80,203.70,189.07
14335.10,136.52,203.71,188.98
14346.40,136.26,203.67,188.86
14357.50,136.01,203.62,188.70
14368.30,135.76,203.65,188.66
14380.10,135.50,203.73,188.65
14393.00,135.20,203.81,188.60
14405.60,134.92,204.00,188.64
14417.50,134.65,204.26,188.76
14430.70,134.35,204.56,188.97
14443.20,134.07,204.77,189.08
14455.50,133.80,204.81,189.06
14469.00,133.50,204.84,189.07
14481.40,133.22,204.87,189.06
14492.50,132.98,204.88,188.98
14503.40,132.73,204.94,188.97
14514.70,132.49,205.03,189.04
14526.00,132.24,205.07,189.02
14537.90,131.98,205.05,188.95
14549.70,131.71,205.05,188.88
14561.20,131.46,205.07,188.78
14571.90,131.23,205.18,188.80
14582.60,131.00,205.25,188.80
14593.80,130.75,205.28,188.74
14605.30,130.50,205.31,188.63
14616.80,130.25,205.38,188.62
14628.10,130.01,205.43,188.61
14638.60,129.78,205.50,188.55
14650.20,129.53,205.59,188.47
14661.70,129.28,205.69,188.51
14673.70,129.03,205.86,188.60
14685.70,128.77,206.10,188.73
14697.30,128.52,206.38,188.86
14708.60,128.28,206.51,188.88
14720.30,128.03,206.50,188.86
14732.10,127.78,206.54,188.81
14743.00,127.55,206.61,188.71
14754.00,127.32,206.72,188.72
14766.10,127.07,206.90,188.81
14777.90,126.82,207.09,188.84
14790.00,126.57,207.26,188.91
14802.10,126.32,207.36,188.93
14814.40,126.06,207.47,188.91
14827.10,125.80,207.52,188.80
14838.50,125.56,207.46,188.64
14849.60,125.33,207.39,188.44
14861.40,125.09,207.35,188.19
14873.00,124.85,207.42,188.09
14884.90,124.61,207.53,188.03
14896.70,124.36,207.59,187.88
14908.70,124.12,207.75,187.95
14919.50,123.90,207.98,188.06
14931.00,123.66,208.39,188.29
14942.80,123.43,208.79,188.58
14953.50,123.21,208.89,188.69
14965.80,122.96,208.88,188.69
14978.00,122.72,208.88,188.69
14988.30,122.51,208.89,188.65
14999.70,122.28,208.92,188.61
15012.10,122.03,208.99,188.61
15024.10,121.80,209.01,188.60
15035.40,121.57,208.98,188.47
15046.30,121.35,208.95,188.37
15058.10,121.12,208.86,188.26
15069.80,120.89,208.77,188.09
15082.10,120.65,208.70,187.98
15094.60,120.40,208.65,187.84
15107.20,120.15,208.52,187.66
15118.70,119.93,208.40,187.48
15130.70,119.69,208.30,187.31
15142.80,119.45,208.19,187.15
15155.20,119.21,208.09,186.99
15167.50,118.97,208.03,186.91
15180.80,118.71,208.09,186.96
15194.40,118.45,208.20,187.03
15208.30,118.18,208.16,187.00
15221.70,117.92,208.09,186.98
15233.90,117.68,208.06,187.01
15247.10,117.42,208.03,187.00
15259.80,117.18,207.99,186.97
15272.50,116.94,207.95,187.02
15286.40,116.67,207.90,187.01
15299.70,116.41,207.83,186.97
15312.10,116.18,207.77,186.96
15324.10,115.95,207.71,186.91
15336.10,115.72,207.67,186.89
15348.60,115.48,207.64,186.86
15360.60,115.25,207.57,186.84
15372.40,115.03,207.50,186.79
15384.70,114.80,207.42,186.66
15397.40,114.56,207.38,186.65
15409.60,114.33,207.38,186.67
15421.10,114.11,207.33,186.57
15432.80,113.89,207.28,186.53
15445.70,113.65,207.41,186.66
15458.30,113.41,207.61,186.75
15470.60,113.19,207.60,186.71
15483.30,112.95,207.49,186.62
15496.00,112.71,207.38,186.54
15508.60,112.48,207.26,186.44
15521.90,112.23,207.14,186.31
15534.60,112.00,207.08,186.24
15546.30,111.78,207.07,186.23
15557.70,111.57,207.07,186.16
15570.10,111.34,207.12,186.17
15582.70,111.11,207.10,186.12
15593.50,110.91,207.12,186.08
15603.90,110.72,207.14,186.04
15615.20,110.52,207.09,185.88
15627.90,110.29,207.04,185.84
15639.10,110.08,207.07,185.85
15650.80,109.87,207.15,185.82
15662.70,109.66,207.25,185.95
15674.40,109.44,207.26,185.97
15685.80,109.24,207.27,185.97
15697.90,109.02,207.31,186.08
15708.60,108.83,207.33,186.10
15719.70,108.63,207.28,186.09
15731.50,108.42,207.18,186.06
15743.40,108.21,207.15,186.02
15755.70,107.99,207.13,186.03
15766.60,107.79,207.07,186.00
15777.00,107.61,206.99,185.93
15788.20,107.41,206.90,185.83
15800.30,107.20,206.78,185.70
15812.60,106.98,206.67,185.58
15824.50,106.77,206.54,185.44
15836.40,106.56,206.41,185.30
15847.90,106.35,206.33,185.16
15859.90,106.14,206.24,185.04
15872.10,105.93,206.15,184.90
15882.60,105.74,206.20,184.87
15893.30,105.56,206.30,184.92
15904.10,105.37,206.35,184.93
15915.20,105.18,206.38,184.93
15926.50,104.98,206.45,185.02
15937.70,104.78,206.66,185.20
15949.70,104.58,206.90,185.41
15961.00,104.38,206.97,185.48
15971.30,104.21,206.96,185.56
15983.10,104.00,206.90,185.62
15994.80,103.80,206.88,185.59
16005.80,103.61,206.88,185.62
16017.60,103.41,206.86,185.61
16028.80,103.22,206.86,185.59
16040.00,103.03,206.90,185.59
16051.60,102.83,206.94,185.57
16063.60,102.63,206.90,185.53
16075.10,102.44,206.83,185.43
16087.30,102.23,206.75,185.28
16099.60,102.02,206.68,185.16
16111.00,101.83,206.65,185.05
16121.80,101.65,206.62,184.90
16133.20,101.46,206.58,184.78
16145.20,101.25,206.54,184.68
16156.60,101.06,206.62,184.62
16168.40,100.87,206.93,184.76
16179.50,100.68,207.26,184.93
16190.50,100.50,207.50,185.03
16202.00,100.31,207.61,185.07
16213.10,100.13,207.67,185.11
16224.80,99.94,207.83,185.26
16236.20,99.75,208.10,185.41
16247.40,99.57,208.32,185.54
16258.20,99.39,208.46,185.66
16268.80,99.22,208.57,185.75
16280.10,99.03,208.60,185.73
16292.20,98.84,208.69,185.75
16303.70,98.65,208.81,185.81
16314.10,98.48,209.01,185.88
16325.70,98.30,209.22,186.03
16338.10,98.10,209.26,186.04
16350.00,97.91,209.23,185.97
16360.90,97.73,209.23,185.93
16371.70,97.56,209.23,185.86
16383.10,97.38,209.22,185.79
16394.30,97.20,209.21,185.74
16405.70,97.02,209.18,185.62
16417.90,96.83,209.16,185.48
16429.20,96.65,209.13,185.44
16440.20,96.48,209.10,185.29
16451.70,96.29,209.10,185.21
16463.50,96.11,209.18,185.20
16475.30,95.92,209.31,185.18
16487.10,95.74,209.33,185.16
16499.00,95.55,209.25,185.02
16510.60,95.37,209.16,184.93
16522.40,95.19,209.14,184.90
16532.80,95.03,209.17,184.78
16544.50,94.85,209.12,184.68
16557.70,94.64,209.12,184.66
16570.80,94.44,209.20,184.67
16581.50,94.28,209.30,184.77
16592.90,94.10,209.39,184.86
16606.20,93.90,209.38,184.89
16618.20,93.71,209.42,184.98
16628.90,93.55,209.47,185.02
16640.10,93.38,209.47,185.00
16651.50,93.21,209.46,185.07
16663.10,93.03,209.41,185.07
16675.00,92.85,209.35,185.04
16686.30,92.68,209.28,185.04
16697.30,92.51,209.21,184.96
16708.80,92.34,209.11,184.87
16720.30,92.16,209.01,184.77
16732.10,91.99,208.91,184.65
16744.50,91.80,208.80,184.57
16755.70,91.63,208.71,184.47
16766.70,91.47,208.60,184.33
16777.70,91.30,208.50,184.23
16789.00,91.13,208.41,184.16
16801.00,90.95,208.31,184.09
16812.30,90.79,208.25,183.99
16823.40,90.62,208.16,183.90
16834.90,90.45,208.06,183.85
16846.60,90.28,207.97,183.77
16859.20,90.09,207.87,183.72
16871.10,89.91,207.80,183.71
16882.60,89.74,207.75,183.63
16893.00,89.59,207.69,183.59
16903.90,89.43,207.64,183.53
16916.20,89.25,207.57,183.48
16928.20,89.07,207.51,183.44
16939.90,88.90,207.44,183.37
16951.30,88.73,207.41,183.34
16962.80,88.57,207.38,183.31
16974.60,88.40,207.33,183.27
16986.10,88.23,207.30,183.25
16997.50,88.06,207.27,183.19
17009.00,87.90,207.30,183.18
17021.00,87.72,207.42,183.25
17033.50,87.54,207.61,183.35
17045.30,87.37,207.69,183.42
17056.50,87.21,207.66,183.46
17068.30,87.04,207.63,183.49
17080.20,86.87,207.60,183.51
17091.20,86.71,207.58,183.55
17103.40,86.54,207.64,183.64
17115.70,86.36,207.76,183.71
17127.30,86.20,207.87,183.79
17138.20,86.05,207.91,183.83
17149.40,85.89,207.95,183.88
17160.70,85.73,207.97,183.90
17172.70,85.56,207.94,183.89
17185.30,85.38,207.88,183.90
17196.40,85.23,207.84,183.88
17207.70,85.07,207.80,183.83
17218.70,84.92,207.76,183.77
17230.30,84.75,207.72,183.75
17241.60,84.60,207.70,183.69
17253.10,84.44,207.65,183.59
17265.20,84.27,207.59,183.54
17276.50,84.11,207.52,183.49
17287.80,83.96,207.44,183.39
17299.20,83.80,207.36,183.33
17310.60,83.64,207.29,183.30
17322.30,83.48,207.21,183.21
17335.10,83.30,207.12,183.13
17346.20,83.15,207.06,183.05
17357.40,83.00,207.00,183.01
17369.30,82.83,207.00,182.95
17380.80,82.68,206.97,182.92
17392.20,82.52,206.92,182.90
17404.20,82.36,206.86,182.83
17415.60,82.20,206.82,182.84
17427.10,82.05,206.82,182.87
17439.80,81.88,206.82,182.86
17452.70,81.70,206.76,182.86
17464.40,81.54,206.71,182.87
17476.40,81.38,206.72,182.89
17488.40,81.22,206.71,182.92
17500.40,81.06,206.70,182.98
17511.70,80.91,206.62,182.92
17522.90,80.76,206.49,182.80
17533.60,80.62,206.42,182.77
17546.70,80.44,206.35,182.72
17559.90,80.27,206.27,182.57
17573.40,80.09,206.17,182.52
17586.70,79.91,206.11,182.50
17599.70,79.74,206.06,182.34
17613.60,79.55,206.00,182.24
17626.90,79.38,205.88,182.21
17639.50,79.21,205.83,182.19
17653.90,79.03,205.74,182.14
17667.20,78.85,205.70,182.03
17680.20,78.68,205.74,182.06
17692.00,78.53,205.86,182.15
17703.50,78.38,205.98,182.24
17715.00,78.23,206.07,182.32
17727.40,78.07,206.15,182.44
17739.50,77.91,206.21,182.53
17750.80,77.77,206.25,182.56
17761.40,77.63,206.23,182.59
17772.20,77.49,206.23,182.63
17784.20,77.34,206.21,182.65
17795.80,77.19,206.18,182.63
17807.40,77.04,206.16,182.56
17819.30,76.89,206.15,182.46
17830.50,76.75,206.14,182.32
17841.70,76.60,206.14,182.22
17853.30,76.46,206.14,182.10
17865.50,76.30,206.21,182.04
17878.80,76.13,206.37,182.02
17892.30,75.96,206.64,182.09
17904.90,75.81,207.00,182.35
17916.40,75.66,207.37,182.66
17927.40,75.52,207.68,182.92
17939.10,75.38,207.88,183.20
17950.70,75.24,208.04,183.40
17961.60,75.10,208.20,183.56
17972.80,74.96,208.29,183.70
17984.40,74.82,208.31,183.79
17995.50,74.68,208.29,183.79
18007.00,74.54,208.29,183.76
18019.20,74.40,208.30,183.73
18031.00,74.25,208.31,183.68
18042.90,74.11,208.32,183.58
18055.30,73.96,208.36,183.51
18067.70,73.81,208.45,183.50
18080.10,73.66,208.49,183.45
18092.10,73.51,208.51,183.40
18102.60,73.38,208.60,183.36
18114.20,73.25,208.70,183.42
18126.50,73.10,208.75,183.46
18137.50,72.97,208.77,183.55
18148.20,72.84,208.73,183.54
18161.30,72.68,208.65,183.53
18174.20,72.53,208.58,183.52
18186.70,72.38,208.51,183.44
18199.80,72.23,208.43,183.38
18210.90,72.10,208.34,183.29
18221.90,71.97,208.23,183.18
18234.30,71.82,208.13,183.09
18246.70,71.67,208.03,183.01
18258.70,71.53,207.95,182.90
18271.10,71.39,207.86,182.77
18282.90,71.25,207.76,182.70
18294.30,71.11,207.67,182.57
18306.50,70.97,207.58,182.36
18319.40,70.82,207.48,182.25
18332.10,70.67,207.41,182.16
18344.50,70.53,207.36,182.02
18356.10,70.39,207.30,181.93
18367.70,70.26,207.26,181.84
18380.10,70.12,207.26,181.78
18392.70,69.97,207.28,181.71
18404.70,69.83,207.28,181.67
18416.10,69.70,207.27,181.69
18427.90,69.57,207.27,181.65
18440.40,69.42,207.31,181.61
18453.80,69.27,207.37,181.72
18466.90,69.12,207.47,181.77
18480.00,68.97,207.61,181.80
18493.20,68.82,207.69,181.86
18504.80,68.69,207.68,181.88
18516.40,68.56,207.70,181.89
18529.70,68.41,207.78,181.90
18542.20,68.27,207.87,181.96
18554.20,68.14,208.02,182.07
18567.10,67.99,208.17,182.06
18579.30,67.86,208.24,182.02
18592.40,67.71,208.27,182.14
18605.20,67.57,208.34,182.16
18618.00,67.43,208.49,182.14
18630.60,67.29,208.68,182.25
18642.00,67.16,208.88,182.49
18652.10,67.05,209.05,182.63
18664.00,66.92,209.13,182.80
18675.30,66.80,209.22,183.01
18684.40,66.70,209.34,183.06
18693.70,66.60,209.39,183.14
18704.40,66.48,209.38,183.22
18714.90,66.37,209.33,183.17
18725.50,66.25,209.30,183.14
18735.80,66.14,209.27,183.09
18746.50,66.03,209.22,182.91
18756.40,65.92,209.21,182.84
18766.10,65.82,209.19,182.76
18775.80,65.71,209.19,182.63
18786.00,65.60,209.16,182.58
18797.00,65.48,209.07,182.42
18808.30,65.36,209.09,182.40
18818.10,65.26,209.15,182.37
18828.20,65.15,209.17,182.32
18839.40,65.03,209.19,182.35
18849.30,64.93,209.20,182.32
18858.80,64.83,209.17,182.30
18869.80,64.71,209.12,182.31
18880.40,64.60,209.09,182.34
18889.50,64.50,209.04,182.21
18899.70,64.39,208.96,182.15
18909.50,64.29,208.91,182.11
18918.80,64.19,208.88,182.02
18929.10,64.08,208.88,181.99
18939.50,63.98,208.88,181.97
18949.90,63.87,208.88,181.95
18960.00,63.76,208.87,181.94
18970.20,63.66,208.87,181.93
18980.10,63.55,208.86,181.91
18990.40,63.45,208.83,181.84
19000.40,63.34,208.80,181.80
19009.40,63.25,208.78,181.82
19020.10,63.14,208.79,181.81
19031.00,63.03,208.76,181.84
19040.40,62.93,208.69,181.81
19050.30,62.83,208.62,181.73
19060.90,62.72,208.55,181.63
19070.70,62.62,208.47,181.58
19080.30,62.52,208.41,181.52
19090.10,62.42,208.33,181.38
19100.30,62.31,208.26,181.32
19110.50,62.21,208.23,181.27
19120.40,62.11,208.21,181.16
19130.30,62.01,208.24,181.20
19140.60,61.90,208.28,181.21
19150.50,61.80,208.32,181.25
19160.90,61.70,208.36,181.38
19170.50,61.60,208.43,181.42
19179.10,61.51,208.48,181.45
19189.60,61.41,208.44,181.55
19199.10,61.31,208.37,181.57
19208.20,61.22,208.29,181.55
19217.90,61.12,208.19,181.51
19227.80,61.02,208.10,181.48
19237.40,60.93,208.04,181.37
19246.90,60.83,207.99,181.26
19256.80,60.74,207.93,181.22
19266.60,60.64,207.88,181.11
19276.20,60.54,207.86,180.92
19285.90,60.44,207.85,180.80
19295.40,60.35,207.85,180.73
19304.50,60.26,207.88,180.64
19314.30,60.16,207.93,180.54
19324.60,60.06,208.00,180.53
19333.50,59.97,208.06,180.53
19342.90,59.88,208.13,180.45
19352.70,59.79,208.15,180.48
19361.80,59.70,208.19,180.56
19371.20,59.60,208.37,180.61
19381.20,59.51,208.54,180.66
19391.80,59.40,208.66,180.85
19402.40,59.30,208.80,181.06
19412.10,59.21,208.90,181.19
19420.60,59.12,208.95,181.33
19429.40,59.04,208.98,181.49
19439.60,58.94,209.04,181.51
19449.70,58.84,209.15,181.65
19459.80,58.75,209.29,181.74
19469.30,58.66,209.37,181.70
19478.80,58.56,209.36,181.75
19488.30,58.47,209.36,181.71
19497.90,58.38,209.40,181.64
19507.50,58.29,209.50,181.62
19516.70,58.20,209.60,181.59
19526.40,58.11,209.64,181.55
